"","time","sum_flux","valtype"
"1","1980-01-16",10.2463011896733,"med"
"2","1980-02-15",11.0613348117225,"med"
"3","1980-01-16",9.69852432369448,"min"
"4","1980-02-15",10.4881770512564,"min"
"5","1980-01-16",10.7940780624504,"max"
"6","1980-02-15",11.6344925782798,"max"
